id_registro,equipamento,situacao,temperatura_c,vibracao_mm_s,producao_pecas_h
6138,Esteira 01 ,Parado,67.14,5.24,0
6139,Esteira 01,OPERANDO,74.31,3.01,205
6140, Motor 03,Em operação,67.83,0.78,185
6141,Robô 02  ,Parado,71.7,4.82,0
6142,Motor 03,Ligado,67.26,3.4,414
6143,  Motor 02,Operando,76.16,4.42,263
6144,Motor 02,PARADO,65.29,2.18,0
6145,Bomba 01 ,Desligado,68.48,2.84,0
6146,Robô 02 ,Manutenção,69.29,3.1,4
6147,  Motor 03  ,Em manutenção,64.73,2.32,10
6148,Bomba 02 ,operando,75.58,3.76,275
6149,Bomba 01,OPERANDO,63.4,4.18,388
6150,  Motor 01,MANUTENÇÃO,57.75,2.96,27
6151,  Esteira 01  ,Manut.,66.18,3.27,22
6152,  Esteira 01  ,manutencao,60.43,5.47,29
6153,Motor 02  ,manutencao,69.38,2.76,22
6154,Compressor 01 ,Parado,63.44,3.11,0
6155,  Bomba 02,MANUTENÇÃO,69.15,5.61,20
6156,Motor 03 ,parado,67.33,5.01,0
6157,Bomba 02,manutencao,55.56,4.13,2
6158,  Robô 01  ,Parado,75.64,2.1,0
6159,Esteira 01 ,OPERANDO,79.14,3.2,297
6160,Bomba 02,Parado,70.91,3.25,0
6161,Bomba 01  ,Desligado,62.56,2.11,0
6162,  Bomba 01  ,Manutenção,60.34,3.62,28
6163,Motor 02 ,Ligado,62.78,1.69,288
6164,Motor 01  ,Operando,66.71,1.76,207
6165,Motor 01,Manut.,64.48,4.74,23
6166,Motor 02,manutencao,67.83,3.66,26
6167,Robô 01  ,Desligado,58.86,2.66,0
6168,Esteira 01,Em operação,71.53,1.07,348
6169,  Motor 02,Ligado,63.76,2.93,310
6170,  Compressor 01  ,Desligado,66.69,2.67,0
6171,  Bomba 01,Manut.,48.83,1.31,20
6172,  Motor 01  ,Fora de operação,50.69,5.24,0
6173,Robô 01  ,MANUTENÇÃO,71.27,4.06,16
6174,Motor 01,PARADO,77.53,2.6,0
6175,Motor 03,manutencao,61.26,2.13,21
6176,  Esteira 02,OPERANDO,61.78,2.28,270
6177,Bomba 02 ,Operando,62.14,3.25,365
6178,Motor 01  ,Ligado,73.74,3.41,293
6179,Robô 01  ,Fora de operação,60.73,2.16,0
6180,  Motor 02  ,Em operação,63.73,3.77,320
6181,  Esteira 01,PARADO,71.22,2.61,0
6182,Compressor 01 ,Fora de operação,74.29,3.34,0
6183,Robô 01  ,manutencao,61.12,3.58,27
6184,Robô 01 ,MANUTENÇÃO,63.77,3.12,13
6185,Esteira 02 ,parado,76.99,3.52,0
6186,  Bomba 01,Ligado,72.3,3.09,372
6187,Motor 02  ,Operando,75.84,2.37,233
6188, Robô 02,Operando,66.29,2.57,315
6189,  Bomba 01,Parado,67.26,2.41,0
6190,  Compressor 01  ,PARADO,61.82,3.18,0
6191,Esteira 01,parado,58.07,3.14,0
6192,Motor 02  ,MANUTENÇÃO,70.85,3.98,11
6193,Esteira 02  ,PARADO,66.48,2.96,0
6194, Motor 02,Em operação,65.05,2.63,275
6195,Esteira 02 ,Parado,69.39,3.15,0
6196,Bomba 01 ,Fora de operação,75.32,3.04,0
6197,  Motor 01  ,Fora de operação,59.41,2.45,0
6198,Esteira 01  ,Em manutenção,57.12,3.14,7
6199,Robô 01  ,PARADO,71.5,3.83,0
6200, Bomba 02,Operando,70.68,4.8,252
6201,Esteira 01  ,Ligado,67.34,2.75,187
6202,Robô 02,Em operação,67.68,3.68,258
6203, Robô 02,Operando,48.15,3.24,251
6204,  Motor 02,Fora de operação,57.8,2.52,0
6205,Bomba 01 ,parado,67.12,2.52,0
6206,  Robô 02,manutencao,68.09,3.53,19
6207, Bomba 02,OPERANDO,63.01,4.04,263
6208,Bomba 02,Operando,69.67,3.75,213
6209,Esteira 01 ,Operando,58.97,4.29,295
6210, Motor 02,Parado,72.91,3.56,0
6211,  Robô 02  ,Operando,68.5,2.69,312
6212,Motor 03  ,Manut.,72.32,2.61,13
6213,  Bomba 02,Operando,63.84,1.36,397
6214, Motor 03,Fora de operação,72.98,3.98,0
6215,Esteira 02 ,PARADO,65.79,2.9,0
6216,  Robô 01,MANUTENÇÃO,68.01,3.49,4
6217,  Compressor 01,Fora de operação,63.08,4.24,0
6218,Esteira 02 ,Em operação,69.19,3.56,384
6219,  Esteira 02  ,Desligado,72.14,4.1,0
6220, Bomba 02,manutencao,79.73,3.96,7
6221,Compressor 01,Em operação,63.64,3.63,198
6222,Motor 02  ,Operando,64.7,2.18,277
6223,Robô 02,Manut.,66.7,3.61,24
6224,  Esteira 01  ,Fora de operação,61.22,3.63,0
6225,Motor 01 ,PARADO,78.18,2.36,0
6226,Robô 01  ,Em manutenção,66.53,1.22,26
6227,Robô 02  ,OPERANDO,65.61,1.17,276
6228, Robô 02,Manut.,64.32,4.19,17
6229,  Robô 01  ,MANUTENÇÃO,67.61,3.45,1
6230,Esteira 01 ,operando,66.1,3.75,197
6231,Robô 01,operando,92.36,1.77,323
6232,Motor 02 ,Operando,73.07,2.81,201
6233, Esteira 01,Parado,62.02,2.28,0
6234,  Robô 02  ,Operando,64.19,4.12,308
6235,  Bomba 01,Operando,61.96,2.75,192
6236,  Bomba 02,operando,63.33,4.87,297
6237, Robô 01,operando,70.26,3.16,387
6238,  Bomba 01,Em operação,65.57,3.57,375
6239,  Motor 03,Parado,62.82,2.14,0
6240,Esteira 02,PARADO,66.75,2.87,0
6241,  Esteira 01,Em operação,66.49,4.5,337
6242,  Robô 01,Operando,62.99,2.66,335
6243,  Motor 02  ,Ligado,52.51,4.74,337
6244,Esteira 02,OPERANDO,69.86,2.17,256
6245,Motor 02,Em manutenção,63.25,3.57,13
6246,Compressor 01 ,Ligado,77.15,2.53,322
6247,Motor 01 ,PARADO,73.28,2.65,0
6248,  Motor 02  ,Em manutenção,68.59,3.15,17
6249,  Robô 02,Manutenção,63.46,3.99,3
6250,Motor 03 ,Ligado,61.48,3.7,253
6251,Motor 01,Em operação,51.01,3.99,282
6252,Compressor 01  ,Em operação,71.88,2.42,342
6253,Robô 02  ,Fora de operação,66.28,3.86,0
6254,  Motor 02,Operando,71.22,2.65,386
6255,Motor 02,Operando,73.8,2.58,299
6256,Motor 01,PARADO,49.58,3.31,0
6257,  Esteira 01  ,PARADO,61.09,5.11,0
6258, Robô 02,MANUTENÇÃO,73.33,6.01,1
6259,Compressor 01  ,operando,78.18,4.43,293
6260,Motor 02  ,manutencao,67.74,1.21,1
6261,Esteira 02  ,Operando,68.48,3.49,253
6262,Esteira 02,MANUTENÇÃO,58.54,4.62,13
6263,Compressor 01 ,Ligado,68.15,4.57,312
6264,  Esteira 02  ,Fora de operação,64.51,0.23,0
6265,Bomba 01 ,OPERANDO,69.71,5.99,302
6266, Motor 01,manutencao,67.52,3.84,0
6267,Motor 01 ,Fora de operação,63.84,1.85,0
6268,  Motor 03,Manutenção,61.66,3.62,23
6269,  Bomba 02  ,operando,76.3,2.73,345
6270, Compressor 01,operando,71.89,3.08,325
6271,  Esteira 02,manutencao,71.78,2.69,15
6272, Motor 03,MANUTENÇÃO,66.79,1.82,11
6273,  Robô 01,Em manutenção,62.06,4.39,26
6274, Robô 02,Em manutenção,54.31,3.34,17
6275,  Compressor 01  ,operando,66.81,3.5,416
6276,Esteira 01 ,Fora de operação,68.1,3.59,0
6277,Compressor 01  ,parado,65.3,3.2,0
6278,Motor 01 ,Parado,63.99,2.93,0
6279,Esteira 01 ,PARADO,64.26,2.79,0
6280,  Motor 02,OPERANDO,63.29,3.95,387
6281,Robô 02  ,Fora de operação,72.44,4.99,0
6282,  Esteira 02,Em operação,56.49,4.18,316
6283,  Robô 02,Operando,71.71,3.6,340
6284,Bomba 01 ,PARADO,81.24,3.16,0
6285,  Robô 02  ,Ligado,66.99,3.63,358
6286,  Motor 02  ,Desligado,74.02,3.01,0
6287, Robô 02,Parado,62.82,4.32,0
6288,Motor 01 ,Operando,63.87,2.67,193
6289,Motor 01,Manutenção,82.46,4.32,26
6290,  Motor 02  ,MANUTENÇÃO,67.0,2.68,10
6291,Bomba 02,parado,75.39,3.67,0
6292,Esteira 01  ,Em operação,71.32,0.55,371
6293,  Robô 02  ,Desligado,81.8,4.3,0
6294,Esteira 01,Operando,62.83,1.97,215
6295,Esteira 01  ,Em manutenção,60.9,5.62,26
6296,Robô 02  ,Operando,67.95,1.58,407
6297,  Robô 01,PARADO,74.28,4.18,0
6298,Esteira 01,Operando,66.53,3.88,211
6299,  Compressor 01  ,Manut.,74.36,2.71,20
6300,  Esteira 01  ,parado,77.23,1.24,0
6301,  Bomba 01  ,parado,70.46,3.33,0
6302,Motor 02  ,Desligado,69.52,3.51,0
6303, Bomba 02,MANUTENÇÃO,76.83,3.89,12
6304,Esteira 02,PARADO,59.54,4.05,0
6305,Esteira 01,OPERANDO,69.02,3.82,209
6306,Bomba 02  ,Ligado,62.98,3.4,413
6307,Robô 02  ,operando,60.32,3.67,250
6308, Motor 01,OPERANDO,68.42,4.4,197
6309,  Robô 02  ,Ligado,56.52,0.79,215
6310, Robô 01,Manut.,76.59,1.92,25
6311,Compressor 01,OPERANDO,60.05,4.03,298
6312,Robô 02 ,Fora de operação,72.13,2.03,0
6313, Motor 03,Parado,70.84,4.37,0
6314,Esteira 02 ,Em operação,64.71,2.36,243
6315,  Bomba 02  ,manutencao,58.96,2.79,27
6316,Motor 02,Em operação,68.03,2.41,191
6317,Bomba 02 ,Operando,60.3,2.36,262
6318,  Robô 01,PARADO,72.43,3.56,0
6319,Bomba 01  ,Manutenção,61.22,1.8,24
6320,  Bomba 02  ,Manut.,71.0,4.09,15
6321,Robô 02,OPERANDO,75.11,2.48,356
6322,Motor 03,manutencao,64.79,0.63,30
6323,  Esteira 01,OPERANDO,70.27,3.52,365
6324,  Bomba 02,manutencao,70.89,3.18,10
6325,Robô 01 ,operando,66.21,3.07,339
6326,Bomba 01 ,Manutenção,60.36,2.22,15
6327, Compressor 01,manutencao,51.99,3.72,18
6328,Esteira 01  ,Em manutenção,61.87,4.0,18
6329,Bomba 01 ,operando,57.76,2.54,217
6330,  Esteira 02  ,PARADO,66.64,3.52,0
6331,  Motor 02,Manutenção,68.45,4.07,29
6332,Compressor 01,Ligado,65.19,2.08,270
6333,  Bomba 02  ,PARADO,69.14,2.74,0
6334,Motor 03 ,Desligado,63.47,4.98,0
6335, Esteira 01,Operando,69.52,1.9,272
6336, Bomba 02,Operando,66.64,1.91,217
6337, Robô 02,Manutenção,66.83,4.52,4
6338,  Robô 01,Ligado,79.98,2.64,223
6339,Motor 02,Manut.,56.07,3.38,16
6340,Esteira 01,OPERANDO,63.7,2.55,289
6341,Bomba 01 ,Desligado,64.4,3.62,0
6342, Compressor 01,Operando,74.03,3.53,185
6343,Robô 01 ,OPERANDO,61.86,2.89,352
6344,  Motor 02,Manutenção,65.3,1.97,22
6345, Bomba 02,Manutenção,64.95,3.33,19
6346,Bomba 01 ,Parado,76.24,3.95,0
6347,Motor 01 ,Manut.,74.34,3.68,19
6348,  Esteira 02  ,Desligado,68.28,1.54,0
6349,  Motor 03,Manut.,71.99,4.45,0
6350,  Esteira 01,Operando,70.76,3.09,241
6351,Bomba 01,OPERANDO,66.77,1.87,180
6352,  Esteira 01  ,Em operação,61.13,1.23,343
6353, Esteira 02,PARADO,64.69,3.69,0
6354,  Motor 02,MANUTENÇÃO,54.79,2.24,17
6355,Motor 01  ,operando,74.59,1.96,236
6356,  Motor 02,Em manutenção,72.97,2.48,12
6357,  Robô 01,manutencao,66.57,2.98,6
6358,Motor 01 ,Parado,66.05,3.85,0
6359,  Motor 01,operando,61.96,3.41,298
6360,Motor 01,Manutenção,61.45,2.86,23
6361,Bomba 01  ,Operando,76.16,4.05,204
6362,  Compressor 01,Em operação,77.54,4.98,392
6363,Motor 03  ,Operando,61.98,2.67,210
6364,Bomba 01,Parado,71.23,1.77,0
6365,Bomba 02  ,Fora de operação,74.19,2.96,0
6366,Esteira 01,Parado,72.68,1.76,0
6367, Bomba 01,manutencao,67.14,3.7,21
6368,Robô 01,Parado,58.18,3.07,0
6369,  Compressor 01  ,PARADO,63.63,2.55,0
6370,  Esteira 02  ,Operando,80.1,2.55,258
6371,  Compressor 01,OPERANDO,77.73,2.48,353
6372,Esteira 01  ,Parado,70.18,3.24,0
6373,Motor 02 ,MANUTENÇÃO,70.35,3.85,16
6374, Bomba 02,PARADO,58.75,3.52,0
6375, Robô 01,parado,69.81,3.2,0
6376,Compressor 01 ,Desligado,51.24,1.72,0
6377,Motor 01 ,Manut.,79.28,2.69,17
6378,Robô 01,manutencao,67.46,1.97,26
6379,  Robô 01,operando,71.15,1.25,259
6380, Motor 03,Fora de operação,71.93,3.06,0
6381,  Bomba 01  ,MANUTENÇÃO,63.83,4.66,19
6382,Motor 03,Parado,66.44,2.17,0
6383,  Bomba 02,Parado,58.09,3.56,0
6384,Motor 02,Manutenção,69.89,4.11,18
6385, Robô 01,Operando,63.97,1.47,299
6386, Bomba 02,PARADO,71.36,2.47,0
6387,Motor 02,parado,76.09,3.1,0
6388,Bomba 01  ,Fora de operação,50.36,3.64,0
6389,Motor 02 ,Manutenção,70.82,2.84,3
6390, Esteira 01,parado,64.62,1.8,0
6391,Bomba 02,Operando,70.98,2.77,297
6392,  Bomba 02  ,manutencao,76.44,3.74,20
6393,Robô 02  ,Fora de operação,63.28,2.62,0
6394,Compressor 01 ,parado,76.41,2.16,0
6395,  Esteira 01  ,Em manutenção,56.45,2.36,15
6396,Robô 02  ,OPERANDO,57.3,3.4,417
6397,  Bomba 01  ,parado,81.18,2.22,0
6398, Esteira 01,Desligado,61.84,1.61,0
6399,  Robô 01  ,Parado,69.9,2.72,0
6400,  Bomba 01  ,Manutenção,75.74,2.81,19
6401,  Robô 01,Desligado,61.92,2.07,0
6402, Esteira 02,Fora de operação,56.41,3.41,0
6403,  Motor 01  ,Manut.,67.73,3.02,0
6404, Compressor 01,PARADO,58.74,2.38,0
6405,  Robô 02  ,Manutenção,72.47,1.54,10
6406,  Compressor 01  ,Manut.,63.66,2.5,25
6407,Esteira 02 ,operando,68.22,2.86,283
6408, Robô 02,manutencao,60.82,3.54,24
6409,Bomba 01 ,Manutenção,68.33,4.8,26
6410,Bomba 01  ,operando,66.35,2.87,384
6411, Esteira 02,Parado,53.21,2.02,0
6412,Esteira 01  ,Desligado,62.3,4.33,0
6413,  Robô 02  ,Operando,57.72,3.42,380
6414,  Robô 02,Parado,60.92,3.07,0
6415, Robô 01,Manut.,64.05,2.31,21
6416,Robô 01,parado,61.04,3.22,0
6417,Esteira 01 ,Manutenção,80.02,3.56,22
6418,Esteira 01,PARADO,65.17,2.73,0
6419,  Compressor 01,parado,80.11,4.35,0
6420,Esteira 01 ,Manutenção,76.7,3.32,15
6421,Robô 01  ,Ligado,63.89,3.48,228
6422,  Esteira 01  ,manutencao,61.3,3.09,7
6423,  Esteira 01,Fora de operação,61.57,2.62,0
6424,Robô 01 ,Manutenção,68.12,1.49,7
6425, Motor 02,Manut.,72.45,1.48,10
6426, Esteira 01,PARADO,67.82,4.64,0
6427,Bomba 01,Em operação,64.08,2.69,332
6428, Motor 01,OPERANDO,72.15,2.95,303
6429,Compressor 01,Em operação,58.44,3.73,406
6430,Motor 01  ,Ligado,65.5,2.26,268
6431,Compressor 01,Manut.,68.9,3.07,13
6432,  Motor 02,Em operação,73.52,3.56,259
6433,Esteira 02 ,Fora de operação,65.81,4.21,0
6434,Bomba 02,MANUTENÇÃO,71.74,4.17,7
6435,Robô 02,Manutenção,73.32,4.3,24
6436,  Motor 01,Parado,78.21,3.4,0
6437, Motor 02,OPERANDO,77.38,1.51,318
6438,  Esteira 01  ,manutencao,62.51,2.4,9
6439,  Esteira 02,Desligado,65.21,2.39,0
6440,Motor 01 ,Parado,58.27,4.43,0
6441,Bomba 01  ,Parado,84.55,3.93,0
6442,  Esteira 01  ,Parado,59.57,3.61,0
6443,Compressor 01  ,Fora de operação,68.94,2.28,0
6444, Esteira 01,Manutenção,71.69,3.88,6
6445,  Robô 02  ,Fora de operação,76.76,3.67,0
6446,Bomba 02,Operando,56.3,2.91,391
6447,  Esteira 01,Fora de operação,59.63,4.13,0
6448,  Motor 03,Manut.,68.18,3.02,30
6449, Motor 03,Operando,60.76,2.72,266
6450,  Motor 01,operando,57.78,3.46,290
6451,Compressor 01,Manut.,63.86,0.64,21
6452, Motor 02,Operando,75.71,3.56,233
6453,Esteira 02 ,Fora de operação,74.33,3.32,0
6454, Compressor 01,Manut.,70.34,3.52,2
6455,  Robô 01  ,Ligado,62.4,1.56,389
6456,Esteira 01  ,manutencao,58.16,1.66,23
6457, Robô 02,Fora de operação,77.72,2.26,0
6458, Robô 02,operando,73.35,3.11,186
6459,Compressor 01,OPERANDO,70.37,4.02,401
6460,Motor 01  ,OPERANDO,73.26,2.31,347
6461,  Compressor 01,manutencao,65.57,4.18,1
6462,Bomba 01 ,Fora de operação,59.43,2.67,0
6463,Robô 01  ,Manut.,63.03,3.3,17
6464,Motor 03,parado,68.43,3.65,0
6465,  Robô 01  ,manutencao,66.16,0.57,5
6466,Bomba 02  ,Desligado,72.49,3.37,0
6467,  Bomba 02  ,parado,60.88,4.08,0
6468,  Motor 03  ,Manut.,66.07,4.12,27
6469,  Robô 02,Em manutenção,66.51,2.91,13
6470,  Esteira 02,OPERANDO,65.16,2.38,389
6471, Bomba 01,Parado,59.54,3.37,0
6472,  Compressor 01  ,Em operação,58.35,3.34,317
6473,Esteira 02,PARADO,77.81,3.13,0
6474,Robô 02 ,parado,63.74,4.12,0
6475,  Motor 01,operando,73.06,4.18,308
6476,  Robô 02,Manut.,70.42,3.8,12
6477,Robô 01,MANUTENÇÃO,60.17,2.4,4
6478,  Bomba 02  ,manutencao,76.07,3.72,12
6479,Esteira 02,PARADO,73.31,3.25,0
6480,Compressor 01,Manutenção,59.68,2.99,10
6481,  Bomba 02  ,manutencao,60.25,3.82,25
6482,Esteira 01,manutencao,72.34,1.89,12
6483,  Esteira 02,Em manutenção,61.07,2.65,2
6484,  Motor 03,Fora de operação,52.22,2.78,0
6485,Motor 03 ,OPERANDO,60.79,2.77,275
6486,Esteira 02,Em manutenção,65.93,3.21,18
6487,Robô 02,Fora de operação,61.89,2.83,0
6488,Motor 01  ,PARADO,77.9,3.13,0
6489,Compressor 01,manutencao,55.82,2.95,12
6490,Compressor 01,Parado,70.83,4.1,0
6491,  Motor 02  ,Operando,61.36,3.25,252
6492, Esteira 01,parado,76.09,2.89,0
6493,Compressor 01  ,parado,63.16,3.27,0
6494,  Esteira 02,operando,63.99,2.32,197
6495,Motor 02,Manut.,74.56,1.1,1
6496,Compressor 01,Em manutenção,74.0,3.89,11
6497,  Motor 01  ,OPERANDO,69.19,3.12,269
6498,Esteira 02  ,PARADO,73.14,4.55,0
6499,  Esteira 01  ,Manutenção,65.67,2.93,0
6500,Motor 03  ,Manut.,72.02,2.47,19
6501,  Robô 02,Em operação,60.75,1.9,347
6502,  Bomba 01  ,Ligado,71.96,2.33,332
6503,  Compressor 01  ,Em operação,66.67,4.79,268
6504,  Motor 03,Manutenção,62.78,1.86,23
6505,  Esteira 02  ,Manutenção,69.87,3.8,12
6506,Esteira 02,Parado,67.86,2.42,0
6507,Esteira 02,MANUTENÇÃO,70.14,1.2,2
6508, Esteira 01,PARADO,85.5,2.0,0
6509,  Esteira 01,MANUTENÇÃO,56.63,3.87,23
6510,  Robô 02  ,Fora de operação,58.82,3.5,0
6511,Bomba 02,Em manutenção,60.69,2.93,24
6512,  Motor 02,Em operação,65.24,2.92,272
6513,Robô 01 ,Fora de operação,65.61,1.91,0
6514,Motor 02 ,Em operação,65.41,2.96,194
6515,Esteira 01 ,Desligado,62.36,3.58,0
6516,  Motor 01  ,Parado,61.84,3.37,0
6517,Motor 01  ,Fora de operação,60.37,2.6,0
6518,Motor 03 ,Parado,67.57,2.23,0
6519,  Compressor 01  ,Fora de operação,78.65,4.46,0
6520,  Motor 02  ,Operando,74.17,2.46,384
6521,Motor 02  ,Em operação,60.78,3.66,310
6522,Robô 02  ,Manutenção,73.16,3.07,7
6523,Motor 03,Ligado,61.28,4.13,210
6524,  Robô 01  ,Ligado,76.72,3.57,365
6525,  Esteira 01  ,Em operação,62.22,1.27,182
6526, Motor 01,OPERANDO,62.96,2.23,219
6527,Bomba 01  ,PARADO,65.04,2.64,0
6528,Bomba 01 ,Em operação,62.99,2.93,327
6529,  Robô 01,Manut.,70.62,1.17,22
6530, Robô 02,operando,74.68,1.66,300
6531,Esteira 02  ,manutencao,59.62,2.83,12
6532,Motor 01 ,OPERANDO,52.83,1.92,206
6533,  Compressor 01  ,Desligado,76.25,2.36,0
6534,Motor 03,Em operação,59.99,3.57,307
6535,Bomba 01  ,Operando,69.32,2.24,216
6536, Robô 02,parado,51.21,3.9,0
6537,Bomba 02  ,Manut.,56.87,3.07,14
6538,Robô 02  ,Desligado,59.34,3.37,0
6539,Esteira 02 ,Parado,52.53,2.93,0
6540,Esteira 02,Ligado,66.4,3.59,336
6541,  Motor 03  ,Manut.,57.63,2.35,6
6542,Bomba 02,manutencao,62.51,4.3,5
6543,Compressor 01 ,Manutenção,87.76,2.93,18
6544,Esteira 01 ,parado,73.69,2.37,0
6545,Motor 01,OPERANDO,74.22,1.48,315
6546,Esteira 02 ,PARADO,61.18,2.46,0
6547,  Bomba 01,operando,69.34,2.92,272
6548,Bomba 02  ,MANUTENÇÃO,58.07,4.0,22
6549,Esteira 01,MANUTENÇÃO,57.0,3.42,10
6550,Robô 02 ,Desligado,72.99,3.26,0
6551,Esteira 01,parado,77.7,3.44,0
6552,  Compressor 01  ,Manut.,65.38,3.82,6
6553,  Compressor 01  ,OPERANDO,72.56,1.03,363
6554,Compressor 01,Desligado,58.32,3.85,0
6555,Esteira 02 ,PARADO,71.53,2.43,0
6556,Esteira 01,MANUTENÇÃO,68.28,2.61,2
6557,Esteira 01  ,manutencao,75.74,3.21,5
6558,  Robô 01,Desligado,67.11,2.79,0
6559,  Bomba 02,operando,60.92,4.98,268
6560,Robô 02  ,Parado,60.22,3.02,0
6561,  Bomba 01,Parado,65.49,2.29,0
6562,Robô 01,OPERANDO,60.87,2.19,313
6563,Motor 03 ,OPERANDO,70.81,3.38,349
6564,  Robô 01  ,Desligado,60.19,4.0,0
6565,Bomba 01  ,Em operação,54.8,4.54,335
6566,Robô 01 ,OPERANDO,52.67,2.62,357
6567,Robô 01 ,PARADO,71.64,2.5,0
6568, Motor 01,operando,60.54,1.42,222
6569,Robô 02  ,Desligado,72.22,2.28,0
6570, Motor 03,manutencao,67.69,3.25,27
6571,  Bomba 02,Desligado,61.63,3.42,0
6572,  Compressor 01  ,PARADO,63.36,2.95,0
6573,  Robô 01  ,Manutenção,67.78,2.47,4
6574,  Robô 01,manutencao,65.77,3.27,7
6575,Motor 03,Desligado,75.04,3.06,0
6576, Robô 01,Em manutenção,64.83,5.73,30
6577,  Motor 01,OPERANDO,64.46,2.48,236
6578,  Esteira 02  ,Manutenção,58.91,4.76,24
6579,  Bomba 01,Ligado,62.97,3.98,229
6580,  Motor 03,PARADO,59.64,1.76,0
6581,Motor 01 ,Parado,68.99,4.3,0
6582,  Robô 02,Ligado,70.37,3.29,298
6583,  Esteira 01  ,Manutenção,65.23,2.65,17
6584,  Bomba 01,Manut.,72.15,2.64,5
6585,Esteira 02,MANUTENÇÃO,66.42,2.53,10
6586,Bomba 01 ,Manut.,58.94,3.83,25
6587,Esteira 01  ,MANUTENÇÃO,52.2,3.79,14
6588,Motor 01 ,operando,73.33,3.79,322
6589,Robô 01,Parado,68.76,2.08,0
6590,  Esteira 02,Em manutenção,63.87,2.52,12
6591,  Bomba 01,Fora de operação,85.01,3.26,0
6592,Esteira 02  ,Manutenção,71.93,2.75,21
6593,  Bomba 02,manutencao,67.61,3.74,5
6594,Robô 02,manutencao,71.56,4.17,10
6595,Bomba 01  ,PARADO,73.54,2.57,0
6596,  Motor 01  ,Em manutenção,63.32,3.38,21
6597,Robô 02 ,Parado,58.85,2.43,0
6598, Esteira 02,parado,65.75,4.24,0
6599,  Motor 01  ,Desligado,63.06,2.72,0
6600, Motor 02,manutencao,80.26,3.68,7
6601,Robô 02  ,Operando,65.2,2.4,309
6602,Compressor 01,Em manutenção,67.23,2.54,7
6603,Esteira 01 ,parado,64.79,3.0,0
6604,Robô 01,Operando,65.75,3.05,209
6605, Bomba 01,Ligado,54.13,3.61,230
6606,  Bomba 01,PARADO,76.86,3.29,0
6607,  Compressor 01,OPERANDO,59.24,3.02,261
6608,Bomba 02 ,Fora de operação,58.14,3.68,0
6609,  Compressor 01  ,Manut.,53.96,2.05,11
6610,Compressor 01 ,Fora de operação,61.97,4.18,0
6611,Bomba 01,Manut.,58.81,4.88,7
6612, Bomba 02,Fora de operação,66.28,2.7,0
6613,Motor 02 ,Desligado,57.3,4.68,0
6614,Esteira 02,Desligado,68.04,4.01,0
6615,  Motor 03  ,Parado,76.33,4.54,0
6616, Bomba 01,MANUTENÇÃO,82.27,2.12,28
6617,  Robô 01  ,Desligado,73.08,4.55,0
6618,  Bomba 02  ,Parado,69.15,3.31,0
6619,Motor 03,Em operação,70.35,2.26,255
6620,Esteira 02 ,OPERANDO,71.4,3.35,382
6621,  Motor 03,Manutenção,59.64,4.02,8
6622, Compressor 01,Operando,54.96,2.96,216
6623,Esteira 02,Ligado,69.92,2.25,399
6624, Esteira 01,manutencao,78.34,2.43,23
6625,Esteira 02 ,Operando,66.64,2.49,231
6626, Bomba 02,Em operação,59.31,1.7,185
6627,Robô 02 ,operando,71.98,4.52,390
6628,Robô 01,Parado,64.97,1.66,0
6629,  Bomba 01,Fora de operação,63.29,4.28,0
6630,Motor 01 ,Manut.,70.93,1.85,8
6631, Motor 02,MANUTENÇÃO,71.36,2.71,4
6632,Bomba 01 ,parado,75.88,3.17,0
6633,Robô 02,MANUTENÇÃO,76.48,4.28,23
6634,Esteira 01 ,MANUTENÇÃO,60.31,3.09,2
6635, Esteira 01,Fora de operação,68.05,1.71,0
6636,  Motor 03,parado,64.14,2.98,0
6637, Compressor 01,Em operação,68.47,2.65,209
6638,Motor 03,MANUTENÇÃO,68.51,3.47,22
6639,Esteira 01  ,operando,68.98,3.09,254
6640,Robô 02 ,Desligado,76.49,3.4,0
6641,Robô 02,Desligado,58.76,2.76,0
6642,Motor 02  ,parado,64.39,2.34,0
6643, Bomba 01,Ligado,73.77,3.97,353
6644,Robô 02  ,Operando,64.34,3.07,235
6645,Esteira 01 ,parado,78.0,2.74,0
6646,Esteira 01,PARADO,71.94,2.91,0
6647,  Bomba 02  ,parado,45.38,3.31,0
6648,  Motor 02,operando,77.19,3.2,356
6649,Robô 01  ,operando,56.22,1.68,383
6650,Compressor 01 ,Operando,60.93,4.91,208
6651,  Esteira 01  ,Ligado,67.3,2.89,407
6652,Esteira 01 ,MANUTENÇÃO,66.43,4.05,0
6653,Compressor 01,Em operação,73.26,2.4,280
6654,Bomba 01,Em manutenção,65.35,2.03,24
6655,Motor 03 ,manutencao,71.93,2.24,7
6656,  Motor 02,MANUTENÇÃO,66.92,2.6,0
6657,  Esteira 01  ,PARADO,75.02,2.8,0
6658,Motor 02,Manutenção,77.29,2.84,24
6659,Motor 01 ,MANUTENÇÃO,75.99,2.02,27
6660, Motor 01,MANUTENÇÃO,72.99,2.02,27
6661,Esteira 01,parado,60.73,3.76,0
6662,Motor 01 ,Fora de operação,61.46,2.47,0
6663,  Robô 02,parado,64.96,2.41,0
6664, Motor 03,Ligado,66.1,2.77,306
6665,  Motor 02  ,Manutenção,61.62,4.78,25
6666,Motor 01  ,PARADO,68.73,2.83,0
6667,Motor 01  ,parado,68.43,3.7,0
6668, Esteira 02,Em manutenção,78.48,3.42,10
